store,upc,week,move,price,profit,descrip,custcoun,Brand
77,4900000639,103,121,.0205536,2.88,"COCA-COLA CLASSIC",18415,49000
77,4900000658,103,21,.03041667,1.83,"COKE DIET CANS",18415,49000
77,5490000060,103,33,.01907493,10.85,"DR PEPPER",18415,54900
77,1200000230,104,135,.0205536,2.88,"PEPSI COLA N/R",18146,12000
77,1200000394,104,16,.02726563,20.06,"PEPSI COLA N.R. BOTT",18146,12000
77,1200000396,104,13,.02726563,20.06,"DIET PEPSI N.R. BOTT",18146,12000
77,1200000492,104,53,.0205536,2.88,"CAFFEINE FREE PEPSI",18146,12000
77,1200000496,104,53,.0205536,2.88,"DIET PEPSI CAFFEINE",18146,12000
77,3828100261,104,73,.01854167,25.91,"DOM ORANGE SODA",18146,38281
77,4900000634,104,9,.03041667,1.83,"COCA-COLA CLASSIC CA",18146,49000
77,4900000639,104,108,.0205536,2.88,"COCA-COLA CLASSIC",18146,49000
77,4900000658,104,11,.03041667,1.83,"COKE DIET CANS",18146,49000
77,5490000060,104,28,.0205536,2.88,"DR PEPPER",18146,54900
78,1200000230,1,197,.01907493,4.65,"PEPSI COLA N/R",16538,12000
78,1200000394,1,307,.01949219,4.02,"PEPSI COLA N.R. BOTT",16538,12000
78,1200000396,1,167,.01949219,4.02,"DIET PEPSI N.R. BOTT",16538,12000
78,1200000492,1,91,.01907493,4.65,"CAFFEINE FREE PEPSI",16538,12000
78,1200000496,1,74,.01907493,4.65,"DIET PEPSI CAFFEINE",16538,12000
78,3828100261,1,138,.01666667,17,"DOM ORANGE SODA",16538,38281
78,4900000634,1,14,.03597222,16.99,"COCA-COLA CLASSIC CA",16538,49000
78,4900000639,1,128,.01907493,4.65,"COCA-COLA CLASSIC",16538,49000
78,4900000658,1,9,.03597222,16.99,"COKE DIET CANS",16538,49000
78,5490000060,1,34,.01759625,13.45,"DR PEPPER",16538,54900
78,1200000230,2,170,.01907493,4.65,"PEPSI COLA N/R",17320,12000
78,1200000394,2,40,.02335938,20.07,"PEPSI COLA N.R. BOTT",17320,12000
78,1200000396,2,30,.02335938,20.07,"DIET PEPSI N.R. BOTT",17320,12000
78,1200000492,2,89,.01907493,4.65,"CAFFEINE FREE PEPSI",17320,12000
78,1200000496,2,76,.01907493,4.65,"DIET PEPSI CAFFEINE",17320,12000
78,3828100261,2,126,.01666667,17,"DOM ORANGE SODA",17320,38281
78,4900000634,2,20,.03597222,16.99,"COCA-COLA CLASSIC CA",17320,49000
78,4900000639,2,356,.01759625,13.45,"COCA-COLA CLASSIC",17320,49000
78,4900000658,2,19,.03597222,16.99,"COKE DIET CANS",17320,49000
78,5490000060,2,25,.01907493,4.65,"DR PEPPER",17320,54900
78,1200000230,3,205,.01907493,4.65,"PEPSI COLA N/R",17142,12000
78,1200000394,3,42,.02335938,20.07,"PEPSI COLA N.R. BOTT",17142,12000
78,1200000396,3,15,.02335938,20.07,"DIET PEPSI N.R. BOTT",17142,12000
78,1200000492,3,111,.01907493,4.65,"CAFFEINE FREE PEPSI",17142,12000
78,1200000496,3,87,.01907493,4.65,"DIET PEPSI CAFFEINE",17142,12000
78,3828100261,3,192,.01666667,16.5,"DOM ORANGE SODA",17142,38281
78,4900000634,3,46,.02763889,8.04,"COCA-COLA CLASSIC CA",17142,49000
78,4900000639,3,125,.01907493,4.65,"COCA-COLA CLASSIC",17142,49000
78,4900000658,3,35,.02763889,8.04,"COKE DIET CANS",17142,49000
78,5490000060,3,19,.01907493,4.65,"DR PEPPER",17142,54900
78,1200000230,4,493,.01759625,13.45,"PEPSI COLA N/R",17703,12000
78,1200000394,4,37,.02335938,20.07,"PEPSI COLA N.R. BOTT",17703,12000
78,1200000396,4,22,.02335938,20.07,"DIET PEPSI N.R. BOTT",17703,12000
78,1200000492,4,158,.01759625,13.45,"CAFFEINE FREE PEPSI",17703,12000
78,1200000496,4,184,.01759625,13.45,"DIET PEPSI CAFFEINE",17703,12000
78,3828100261,4,368,.01388889,2.5,"DOM ORANGE SODA",17703,38281
78,4900000634,4,22,.03597222,16.99,"COCA-COLA CLASSIC CA",17703,49000
78,4900000639,4,273,.01759625,13.45,"COCA-COLA CLASSIC",17703,49000
78,4900000658,4,20,.03597222,16.99,"COKE DIET CANS",17703,49000
78,5490000060,4,38,.01759625,13.45,"DR PEPPER",17703,54900
78,1200000230,5,193,.01907493,4.65,"PEPSI COLA N/R",17909,12000
78,1200000394,5,46,.02335938,20.07,"PEPSI COLA N.R. BOTT",17909,12000
78,1200000396,5,10,.02335938,20.07,"DIET PEPSI N.R. BOTT",17909,12000
78,1200000492,5,92,.01907493,4.65,"CAFFEINE FREE PEPSI",17909,12000
78,1200000496,5,74,.01907493,4.65,"DIET PEPSI CAFFEINE",17909,12000
78,3828100261,5,97,.01666667,18.5,"DOM ORANGE SODA",17909,38281
78,4900000634,5,16,.03597222,16.99,"COCA-COLA CLASSIC CA",17909,49000
78,4900000639,5,143,.01907493,4.65,"COCA-COLA CLASSIC",17909,49000
78,4900000658,5,8,.03597222,16.99,"COKE DIET CANS",17909,49000
78,5490000060,5,21,.01907493,4.65,"DR PEPPER",17909,54900
78,1200000230,6,431,.01759625,13.45,"PEPSI COLA N/R",17191,12000
78,1200000394,6,55,.02179688,14.34,"PEPSI COLA N.R. BOTT",17191,12000
78,1200000396,6,20,.02179688,14.34,"DIET PEPSI N.R. BOTT",17191,12000
78,1200000492,6,234,.01759625,13.45,"CAFFEINE FREE PEPSI",17191,12000
78,1200000496,6,244,.01759625,13.45,"DIET PEPSI CAFFEINE",17191,12000
78,3828100261,6,162,.01666667,15.5,"DOM ORANGE SODA",17191,38281
78,4900000634,6,28,.03597222,16.99,"COCA-COLA CLASSIC CA",17191,49000
78,4900000639,6,265,.01759625,13.45,"COCA-COLA CLASSIC",17191,49000
78,4900000658,6,17,.03597222,16.99,"COKE DIET CANS",17191,49000
78,5490000060,6,86,.01759625,13.45,"DR PEPPER",17191,54900
78,1200000230,7,199,.01907493,4.65,"PEPSI COLA N/R",18115,12000
78,1200000394,7,34,.02335938,20.07,"PEPSI COLA N.R. BOTT",18115,12000
78,1200000396,7,17,.02335938,20.07,"DIET PEPSI N.R. BOTT",18115,12000
78,1200000492,7,118,.01907493,4.65,"CAFFEINE FREE PEPSI",18115,12000
78,1200000496,7,129,.01907493,4.65,"DIET PEPSI CAFFEINE",18115,12000
78,3828100261,7,123,.02083333,35.6,"DOM ORANGE SODA",18115,38281
78,4900000634,7,17,.03597222,16.99,"COCA-COLA CLASSIC CA",18115,49000
78,4900000639,7,150,.01907493,4.65,"COCA-COLA CLASSIC",18115,49000
78,4900000658,7,18,.03597222,16.99,"COKE DIET CANS",18115,49000
78,5490000060,7,33,.01907493,4.65,"DR PEPPER",18115,54900
78,1200000230,8,204,.01907493,4.65,"PEPSI COLA N/R",17865,12000
78,1200000394,8,37,.02335938,20.07,"PEPSI COLA N.R. BOTT",17865,12000
78,1200000396,8,21,.02335938,20.07,"DIET PEPSI N.R. BOTT",17865,12000
78,1200000492,8,125,.01907493,4.65,"CAFFEINE FREE PEPSI",17865,12000
78,1200000496,8,80,.01907493,4.65,"DIET PEPSI CAFFEINE",17865,12000
78,3828100261,8,88,.02083333,37.6,"DOM ORANGE SODA",17865,38281
78,4900000634,8,15,.03597222,16.99,"COCA-COLA CLASSIC CA",17865,49000
78,4900000639,8,135,.01907493,4.65,"COCA-COLA CLASSIC",17865,49000
78,4900000658,8,22,.03597222,16.99,"COKE DIET CANS",17865,49000
78,5490000060,8,35,.01907493,4.65,"DR PEPPER",17865,54900
78,1200000230,9,1239,.0146389,36.36,"PEPSI COLA N/R",16961,12000
78,1200000394,9,42,.02335938,20.07,"PEPSI COLA N.R. BOTT",16961,12000
78,1200000396,9,21,.02335938,20.07,"DIET PEPSI N.R. BOTT",16961,12000
78,1200000492,9,486,.0146389,36.36,"CAFFEINE FREE PEPSI",16961,12000
78,1200000496,9,569,.0146389,36.36,"DIET PEPSI CAFFEINE",16961,12000
78,3828100261,9,574,.01083333,.77,"DOM ORANGE SODA",16961,38281
78,4900000634,9,23,.03597222,16.99,"COCA-COLA CLASSIC CA",16961,49000
78,4900000639,9,98,.01907493,4.65,"COCA-COLA CLASSIC",16961,49000
78,4900000658,9,25,.03597222,16.99,"COKE DIET CANS",16961,49000
78,5490000060,9,55,.01611757,21.1,"DR PEPPER",16961,54900
78,1200000230,10,293,.01907493,4.65,"PEPSI COLA N/R",20812,12000
78,1200000394,10,37,.02335938,20.07,"PEPSI COLA N.R. BOTT",20812,12000
78,1200000396,10,16,.02335938,20.07,"DIET PEPSI N.R. BOTT",20812,12000
78,1200000492,10,122,.01907493,4.65,"CAFFEINE FREE PEPSI",20812,12000
78,1200000496,10,100,.01907493,4.65,"DIET PEPSI CAFFEINE",20812,12000
78,3828100261,10,90,.02083333,50,"DOM ORANGE SODA",20812,38281
78,4900000634,10,33,.03597222,16.99,"COCA-COLA CLASSIC CA",20812,49000
78,4900000639,10,131,.01907493,4.65,"COCA-COLA CLASSIC",20812,49000
78,4900000658,10,28,.03597222,16.99,"COKE DIET CANS",20812,49000
78,5490000060,10,48,.01611757,21.1,"DR PEPPER",20812,54900
78,1200000230,11,1091,.01316022,51.69,"PEPSI COLA N/R",15387,12000
78,1200000394,11,23,.02335938,20.07,"PEPSI COLA N.R. BOTT",15387,12000
78,1200000396,11,13,.02335938,20.07,"DIET PEPSI N.R. BOTT",15387,12000
78,1200000492,11,685,.01316022,51.69,"CAFFEINE FREE PEPSI",15387,12000
78,1200000496,11,645,.01316022,51.69,"DIET PEPSI CAFFEINE",15387,12000
78,3828100261,11,70,.01388889,30.63,"DOM ORANGE SODA",15387,38281
78,4900000634,11,18,.03597222,16.99,"COCA-COLA CLASSIC CA",15387,49000
78,4900000639,11,746,.01316022,51.69,"COCA-COLA CLASSIC",15387,49000
78,4900000658,11,12,.03597222,16.99,"COKE DIET CANS",15387,49000
78,5490000060,11,140,.01316022,3.37,"DR PEPPER",15387,54900
78,1200000230,12,242,.01907493,4.65,"PEPSI COLA N/R",17759,12000
78,1200000394,12,39,.02335938,20.07,"PEPSI COLA N.R. BOTT",17759,12000
78,1200000396,12,21,.02335938,20.07,"DIET PEPSI N.R. BOTT",17759,12000
78,1200000492,12,117,.01907493,4.65,"CAFFEINE FREE PEPSI",17759,12000
78,1200000496,12,97,.01907493,4.65,"DIET PEPSI CAFFEINE",17759,12000
78,3828100261,12,207,.01388889,30.63,"DOM ORANGE SODA",17759,38281
78,4900000634,12,45,.02486111,20.11,"COCA-COLA CLASSIC CA",17759,49000
78,4900000639,12,152,.01907493,4.65,"COCA-COLA CLASSIC",17759,49000
78,4900000658,12,46,.02486111,20.11,"COKE DIET CANS",17759,49000
78,5490000060,12,18,.01907493,33.33,"DR PEPPER",17759,54900
78,1200000230,13,473,.01759625,13.45,"PEPSI COLA N/R",17136,12000
78,1200000394,13,64,.02179688,14.34,"PEPSI COLA N.R. BOTT",17136,12000
78,1200000396,13,46,.02179688,14.34,"DIET PEPSI N.R. BOTT",17136,12000
78,1200000492,13,190,.01759625,13.45,"CAFFEINE FREE PEPSI",17136,12000
78,1200000496,13,219,.01759625,13.45,"DIET PEPSI CAFFEINE",17136,12000
78,3828100261,13,146,.01666667,45,"DOM ORANGE SODA",17136,38281
78,4900000634,13,23,.03597222,16.99,"COCA-COLA CLASSIC CA",17136,49000
78,4900000639,13,295,.01907493,4.65,"COCA-COLA CLASSIC",17136,49000
78,4900000658,13,13,.03597222,16.99,"COKE DIET CANS",17136,49000
78,5490000060,13,45,.01759625,27.73,"DR PEPPER",17136,54900
78,1200000230,14,120,.01907493,4.65,"PEPSI COLA N/R",20458,12000
78,1200000394,14,23,.02179688,14.34,"PEPSI COLA N.R. BOTT",20458,12000
78,1200000396,14,15,.02179688,14.34,"DIET PEPSI N.R. BOTT",20458,12000
78,1200000492,14,78,.01907493,4.65,"CAFFEINE FREE PEPSI",20458,12000
78,1200000496,14,51,.01907493,4.65,"DIET PEPSI CAFFEINE",20458,12000
78,3828100261,14,43,.01666667,45,"DOM ORANGE SODA",20458,38281
78,4900000634,14,17,.03597222,16.99,"COCA-COLA CLASSIC CA",20458,49000
78,4900000639,14,946,.01316022,51.69,"COCA-COLA CLASSIC",20458,49000
78,4900000658,14,12,.03597222,16.99,"COKE DIET CANS",20458,49000
78,5490000060,14,26,.01907493,33.33,"DR PEPPER",20458,54900
78,1200000230,15,1127,.01316022,51.69,"PEPSI COLA N/R",17636,12000
78,1200000394,15,21,.02335938,20.07,"PEPSI COLA N.R. BOTT",17636,12000
78,1200000396,15,3,.02335938,20.07,"DIET PEPSI N.R. BOTT",17636,12000
78,1200000492,15,338,.01316022,51.69,"CAFFEINE FREE PEPSI",17636,12000
78,1200000496,15,258,.01316022,51.69,"DIET PEPSI CAFFEINE",17636,12000
78,3828100261,15,35,.01666667,45,"DOM ORANGE SODA",17636,38281
78,4900000634,15,12,.03597222,16.99,"COCA-COLA CLASSIC CA",17636,49000
78,4900000639,15,160,.01907493,4.65,"COCA-COLA CLASSIC",17636,49000
78,4900000658,15,5,.03597222,16.99,"COKE DIET CANS",17636,49000
78,5490000060,15,30,.01907493,33.33,"DR PEPPER",17636,54900
78,1200000230,16,1292,.01316022,51.69,"PEPSI COLA N/R",17115,12000
78,1200000394,16,36,.02335938,20.07,"PEPSI COLA N.R. BOTT",17115,12000
78,1200000396,16,8,.02335938,20.07,"DIET PEPSI N.R. BOTT",17115,12000
78,1200000492,16,406,.01316022,51.69,"CAFFEINE FREE PEPSI",17115,12000
78,1200000496,16,431,.01316022,51.69,"DIET PEPSI CAFFEINE",17115,12000
78,3828100261,16,19,.01666667,42,"DOM ORANGE SODA",17115,38281
78,4900000634,16,5,.03597222,16.99,"COCA-COLA CLASSIC CA",17115,49000
78,4900000639,16,1076,.01316022,51.69,"COCA-COLA CLASSIC",17115,49000
78,4900000658,16,20,.03597222,16.99,"COKE DIET CANS",17115,49000
78,5490000060,16,403,.01168154,8.86,"DR PEPPER",17115,54900
78,1200000230,17,224,.01907493,4.65,"PEPSI COLA N/R",15592,12000
78,1200000394,17,34,.02335938,20.07,"PEPSI COLA N.R. BOTT",15592,12000
78,1200000396,17,14,.02335938,20.07,"DIET PEPSI N.R. BOTT",15592,12000
78,1200000492,17,81,.01907493,4.65,"CAFFEINE FREE PEPSI",15592,12000
78,1200000496,17,97,.01907493,4.65,"DIET PEPSI CAFFEINE",15592,12000
78,3828100261,17,105,.01666667,42,"DOM ORANGE SODA",15592,38281
78,4900000634,17,242,.03597222,16.99,"COCA-COLA CLASSIC CA",15592,49000
78,4900000639,17,170,.01907493,4.65,"COCA-COLA CLASSIC",15592,49000
78,4900000658,17,147,.03597222,16.99,"COKE DIET CANS",15592,49000
78,5490000060,17,26,.01907493,33.33,"DR PEPPER",15592,54900
78,1200000230,18,442,.01759625,13.45,"PEPSI COLA N/R",16174,12000
78,1200000394,18,71,.01949219,4.02,"PEPSI COLA N.R. BOTT",16174,12000
78,1200000396,18,35,.01949219,4.02,"DIET PEPSI N.R. BOTT",16174,12000
78,1200000492,18,140,.01759625,13.45,"CAFFEINE FREE PEPSI",16174,12000
78,1200000496,18,145,.01759625,13.45,"DIET PEPSI CAFFEINE",16174,12000
78,3828100261,18,26,.02083333,46,"DOM ORANGE SODA",16174,38281
78,4900000634,18,27,.03597222,16.99,"COCA-COLA CLASSIC CA",16174,49000
78,4900000639,18,221,.01759625,13.45,"COCA-COLA CLASSIC",16174,49000
78,4900000658,18,29,.03597222,16.99,"COKE DIET CANS",16174,49000
78,5490000060,18,42,.01759625,13.45,"DR PEPPER",16174,54900
78,1200000230,19,296,.01907493,4.65,"PEPSI COLA N/R",17038,12000
78,1200000394,19,92,.02335938,20.07,"PEPSI COLA N.R. BOTT",17038,12000
78,1200000396,19,10,.02335938,20.07,"DIET PEPSI N.R. BOTT",17038,12000
78,1200000492,19,114,.01907493,4.65,"CAFFEINE FREE PEPSI",17038,12000
78,1200000496,19,147,.01907493,4.65,"DIET PEPSI CAFFEINE",17038,12000
78,3828100261,19,35,.02083333,42,"DOM ORANGE SODA",17038,38281
78,4900000634,19,18,.03597222,16.99,"COCA-COLA CLASSIC CA",17038,49000
78,4900000639,19,197,.01907493,4.65,"COCA-COLA CLASSIC",17038,49000
78,4900000658,19,22,.03597222,16.99,"COKE DIET CANS",17038,49000
78,5490000060,19,17,.01907493,4.65,"DR PEPPER",17038,54900
78,1200000230,20,283,.01907493,4.65,"PEPSI COLA N/R",18177,12000
78,1200000394,20,375,.01867188,0,"PEPSI COLA N.R. BOTT",18177,12000
78,1200000396,20,296,.01867188,0,"DIET PEPSI N.R. BOTT",18177,12000
78,1200000492,20,112,.01907493,4.65,"CAFFEINE FREE PEPSI",18177,12000
78,1200000496,20,115,.01907493,4.65,"DIET PEPSI CAFFEINE",18177,12000
78,3828100261,20,23,.01666667,27.5,"DOM ORANGE SODA",18177,38281
78,4900000634,20,31,.03597222,16.99,"COCA-COLA CLASSIC CA",18177,49000
78,4900000639,20,206,.01907493,4.65,"COCA-COLA CLASSIC",18177,49000
78,4900000658,20,26,.03597222,16.99,"COKE DIET CANS",18177,49000
78,5490000060,20,35,.01907493,4.65,"DR PEPPER",18177,54900
78,1200000230,21,278,.01907493,4.65,"PEPSI COLA N/R",17540,12000
78,1200000394,21,125,.01867188,0,"PEPSI COLA N.R. BOTT",17540,12000
78,1200000396,21,66,.01867188,0,"DIET PEPSI N.R. BOTT",17540,12000
78,1200000492,21,125,.01907493,4.65,"CAFFEINE FREE PEPSI",17540,12000
78,1200000496,21,110,.01907493,4.65,"DIET PEPSI CAFFEINE",17540,12000
78,3828100261,21,25,.01666667,27.5,"DOM ORANGE SODA",17540,38281
78,4900000634,21,27,.03875,22.94,"COCA-COLA CLASSIC CA",17540,49000
78,4900000639,21,178,.01907493,4.65,"COCA-COLA CLASSIC",17540,49000
78,4900000658,21,14,.03875,22.94,"COKE DIET CANS",17540,49000
78,5490000060,21,27,.01907493,4.65,"DR PEPPER",17540,54900
78,1200000230,22,279,.01907493,4.65,"PEPSI COLA N/R",17283,12000
78,1200000394,22,46,.02335938,20.07,"PEPSI COLA N.R. BOTT",17283,12000
78,1200000396,22,27,.02335938,20.07,"DIET PEPSI N.R. BOTT",17283,12000
78,1200000492,22,81,.01907493,4.65,"CAFFEINE FREE PEPSI",17283,12000
78,1200000496,22,126,.01907493,4.65,"DIET PEPSI CAFFEINE",17283,12000
78,3828100261,22,10,.02083333,37.2,"DOM ORANGE SODA",17283,38281
78,4900000634,22,58,.02770833,8.04,"COCA-COLA CLASSIC CA",17283,49000
78,4900000639,22,170,.01907493,4.65,"COCA-COLA CLASSIC",17283,49000
78,4900000658,22,47,.02770833,8.04,"COKE DIET CANS",17283,49000
78,5490000060,22,22,.01907493,4.65,"DR PEPPER",17283,54900
78,1200000230,23,502,.01759625,13.45,"PEPSI COLA N/R",17494,12000
78,1200000394,23,125,.01945313,4.02,"PEPSI COLA N.R. BOTT",17494,12000
78,1200000396,23,58,.01945313,4.02,"DIET PEPSI N.R. BOTT",17494,12000
78,1200000492,23,269,.01759625,13.45,"CAFFEINE FREE PEPSI",17494,12000
78,1200000496,23,363,.01759625,13.45,"DIET PEPSI CAFFEINE",17494,12000
78,3828100261,23,21,.02083333,41.6,"DOM ORANGE SODA",17494,38281
78,4900000634,23,27,.03875,22.94,"COCA-COLA CLASSIC CA",17494,49000
78,4900000639,23,328,.01759625,13.45,"COCA-COLA CLASSIC",17494,49000
78,4900000658,23,23,.03875,22.94,"COKE DIET CANS",17494,49000
78,5490000060,23,47,.01759625,13.45,"DR PEPPER",17494,54900
78,1200000230,24,245,.01907493,4.65,"PEPSI COLA N/R",16415,12000
78,1200000394,24,45,.02335938,20.07,"PEPSI COLA N.R. BOTT",16415,12000
78,1200000396,24,27,.02335938,20.07,"DIET PEPSI N.R. BOTT",16415,12000
78,1200000492,24,127,.01907493,4.65,"CAFFEINE FREE PEPSI",16415,12000
78,1200000496,24,79,.01907493,4.65,"DIET PEPSI CAFFEINE",16415,12000
78,3828100261,24,109,.01388889,15.63,"DOM ORANGE SODA",16415,38281
78,4900000634,24,37,.03875,22.94,"COCA-COLA CLASSIC CA",16415,49000
78,4900000639,24,155,.01907493,4.65,"COCA-COLA CLASSIC",16415,49000
78,4900000658,24,18,.03875,22.94,"COKE DIET CANS",16415,49000
78,5490000060,24,17,.01907493,4.65,"DR PEPPER",16415,54900
78,1200000230,25,475,.01759625,13.45,"PEPSI COLA N/R",16970,12000
78,1200000394,25,48,.02335938,20.07,"PEPSI COLA N.R. BOTT",16970,12000
78,1200000396,25,15,.02335938,20.07,"DIET PEPSI N.R. BOTT",16970,12000
78,1200000492,25,302,.01759625,13.45,"CAFFEINE FREE PEPSI",16970,12000
78,1200000496,25,347,.01759625,13.45,"DIET PEPSI CAFFEINE",16970,12000
78,3828100261,25,22,.02083333,40,"DOM ORANGE SODA",16970,38281
78,4900000634,25,18,.03875,22.94,"COCA-COLA CLASSIC CA",16970,49000
78,4900000639,25,291,.01759625,13.45,"COCA-COLA CLASSIC",16970,49000
78,4900000658,25,13,.03875,22.94,"COKE DIET CANS",16970,49000
78,5490000060,25,29,.01907493,4.65,"DR PEPPER",16970,54900
78,1200000230,26,184,.01907493,4.65,"PEPSI COLA N/R",17576,12000
78,1200000394,26,32,.02335938,20.07,"PEPSI COLA N.R. BOTT",17576,12000
78,1200000396,26,17,.02335938,20.07,"DIET PEPSI N.R. BOTT",17576,12000
78,1200000492,26,102,.01907493,4.65,"CAFFEINE FREE PEPSI",17576,12000
78,1200000496,26,76,.01907493,4.65,"DIET PEPSI CAFFEINE",17576,12000
78,3828100261,26,72,.02083333,38.8,"DOM ORANGE SODA",17576,38281
78,4900000634,26,20,.03875,22.94,"COCA-COLA CLASSIC CA",17576,49000
78,4900000639,26,132,.01907493,4.65,"COCA-COLA CLASSIC",17576,49000
78,4900000658,26,10,.03875,22.94,"COKE DIET CANS",17576,49000
78,5490000060,26,26,.01907493,4.65,"DR PEPPER",17576,54900
78,1200000230,27,1459,.0146389,36.36,"PEPSI COLA N/R",18260,12000
78,1200000394,27,36,.02335938,20.07,"PEPSI COLA N.R. BOTT",18260,12000
78,1200000396,27,22,.02335938,20.07,"DIET PEPSI N.R. BOTT",18260,12000
78,1200000492,27,751,.0146389,36.36,"CAFFEINE FREE PEPSI",18260,12000
78,1200000496,27,775,.0146389,36.36,"DIET PEPSI CAFFEINE",18260,12000
78,3828100261,27,53,.02083333,38.8,"DOM ORANGE SODA",18260,38281
78,4900000634,27,22,.03875,22.94,"COCA-COLA CLASSIC CA",18260,49000
78,4900000639,27,924,.0146389,36.36,"COCA-COLA CLASSIC",18260,49000
78,4900000658,27,16,.03875,22.94,"COKE DIET CANS",18260,49000
78,5490000060,27,181,.0146389,36.36,"DR PEPPER",18260,54900
78,1200000230,28,200,.01907493,4.65,"PEPSI COLA N/R",17367,12000
78,1200000394,28,42,.02335938,20.07,"PEPSI COLA N.R. BOTT",17367,12000
78,1200000396,28,21,.02335938,20.07,"DIET PEPSI N.R. BOTT",17367,12000
78,1200000492,28,108,.01907493,4.65,"CAFFEINE FREE PEPSI",17367,12000
78,1200000496,28,100,.01907493,4.65,"DIET PEPSI CAFFEINE",17367,12000
78,3828100261,28,68,.02083333,40.8,"DOM ORANGE SODA",17367,38281
78,4900000634,28,22,.03875,22.94,"COCA-COLA CLASSIC CA",17367,49000
78,4900000639,28,147,.01907493,4.65,"COCA-COLA CLASSIC",17367,49000
78,4900000658,28,18,.03875,22.94,"COKE DIET CANS",17367,49000
78,5490000060,28,20,.01907493,4.65,"DR PEPPER",17367,54900
78,1200000230,29,220,.01907493,4.65,"PEPSI COLA N/R",17182,12000
78,1200000394,29,24,.02335938,20.07,"PEPSI COLA N.R. BOTT",17182,12000
78,1200000396,29,14,.02335938,20.07,"DIET PEPSI N.R. BOTT",17182,12000
78,1200000492,29,124,.01907493,4.65,"CAFFEINE FREE PEPSI",17182,12000
78,1200000496,29,130,.01907493,4.65,"DIET PEPSI CAFFEINE",17182,12000
78,3828100261,29,216,.01666667,27,"DOM ORANGE SODA",17182,38281
78,4900000634,29,62,.02763889,8.04,"COCA-COLA CLASSIC CA",17182,49000
78,4900000639,29,166,.01907493,4.65,"COCA-COLA CLASSIC",17182,49000
78,4900000658,29,46,.02763889,8.04,"COKE DIET CANS",17182,49000
78,5490000060,29,23,.01907493,4.65,"DR PEPPER",17182,54900
78,1200000230,30,557,.01759625,13.45,"PEPSI COLA N/R",20119,12000
78,1200000394,30,100,.02101563,11.15,"PEPSI COLA N.R. BOTT",20119,12000
78,1200000396,30,69,.02101563,11.15,"DIET PEPSI N.R. BOTT",20119,12000
78,1200000492,30,237,.01759625,13.45,"CAFFEINE FREE PEPSI",20119,12000
78,1200000496,30,344,.01759625,13.45,"DIET PEPSI CAFFEINE",20119,12000
78,3828100261,30,52,.02083333,40.4,"DOM ORANGE SODA",20119,38281
78,4900000634,30,28,.03875,22.94,"COCA-COLA CLASSIC CA",20119,49000
78,4900000639,30,141,.01907493,4.65,"COCA-COLA CLASSIC",20119,49000
78,4900000658,30,19,.03875,22.94,"COKE DIET CANS",20119,49000
78,5490000060,30,93,.01759625,13.45,"DR PEPPER",20119,54900
78,1200000230,31,62,.01907493,4.65,"PEPSI COLA N/R",19284,12000
78,1200000394,31,5,.02335938,20.07,"PEPSI COLA N.R. BOTT",19284,12000
78,1200000396,31,5,.02335938,20.07,"DIET PEPSI N.R. BOTT",19284,12000
78,1200000492,31,29,.01907493,4.65,"CAFFEINE FREE PEPSI",19284,12000
78,1200000496,31,41,.01907493,4.65,"DIET PEPSI CAFFEINE",19284,12000
78,3828100261,31,15,.02083333,40.8,"DOM ORANGE SODA",19284,38281
78,4900000634,31,6,.03875,22.94,"COCA-COLA CLASSIC CA",19284,49000
78,4900000639,31,33,.01907493,4.65,"COCA-COLA CLASSIC",19284,49000
78,4900000658,31,6,.03875,22.94,"COKE DIET CANS",19284,49000
78,5490000060,31,5,.01907493,4.65,"DR PEPPER",19284,54900
78,1200000230,32,242,.01907493,4.65,"PEPSI COLA N/R",17273,12000
78,1200000394,32,34,.02335938,20.07,"PEPSI COLA N.R. BOTT",17273,12000
78,1200000396,32,14,.02335938,20.07,"DIET PEPSI N.R. BOTT",17273,12000
78,1200000492,32,145,.01907493,4.65,"CAFFEINE FREE PEPSI",17273,12000
78,1200000496,32,126,.01907493,4.65,"DIET PEPSI CAFFEINE",17273,12000
78,3828100261,32,352,.01388889,8.75,"DOM ORANGE SODA",17273,38281
78,4900000634,32,14,.03875,22.94,"COCA-COLA CLASSIC CA",17273,49000
78,4900000639,32,142,.01907493,4.65,"COCA-COLA CLASSIC",17273,49000
78,4900000658,32,19,.03875,22.94,"COKE DIET CANS",17273,49000
78,5490000060,32,38,.01907493,4.65,"DR PEPPER",17273,54900
78,1200000230,33,2983,.01316022,51.69,"PEPSI COLA N/R",18438,12000
78,1200000394,33,83,.02101563,11.15,"PEPSI COLA N.R. BOTT",18438,12000
78,1200000396,33,47,.02101563,11.15,"DIET PEPSI N.R. BOTT",18438,12000
78,1200000492,33,1102,.01316022,51.69,"CAFFEINE FREE PEPSI",18438,12000
78,1200000496,33,1315,.01316022,51.69,"DIET PEPSI CAFFEINE",18438,12000
78,3828100261,33,114,.02083333,41.6,"DOM ORANGE SODA",18438,38281
78,4900000634,33,23,.03875,22.94,"COCA-COLA CLASSIC CA",18438,49000
78,4900000639,33,2237,.01316022,51.69,"COCA-COLA CLASSIC",18438,49000
78,4900000658,33,18,.03875,22.94,"COKE DIET CANS",18438,49000
78,5490000060,33,304,.01316022,51.69,"DR PEPPER",18438,54900
